Record ID,Seed Size (mm),Seed Weight (g),Germination Rate (%),Seed Purity (%),Seed Viability (%),Seed Coat Thickness (mm),Soil pH,Organic Matter (%),Temperature (°C),Rainfall (mm),Humidity (%),Fertilizer Amount (kg/ha),Irrigation (mm),Planting Density (plants/ha),Planting Depth (cm),Crop Yield (kg/ha),Field Size (ha),Harvest Date,Fertilizer Type_Urea,Pest Incidence_Low,Pest Incidence_Moderate,Disease Incidence_Low,Disease Incidence_Moderate,Crop Variety_Variety B,Crop Variety_Variety C
294,4.74,0.27,95.91,95.51,91.53,0.32,6.6,2.7,27.7,148.5,71.5,90.0,53.0,921.0,3.4,3119.0,3.0,2024-08-04,True,False,True,False,False,False,False
295,5.32,0.26,90.12,94.73,98.55,0.28,6.9,2.1,27.8,140.9,63.6,96.0,43.0,1112.0,3.0,3635.0,2.8,2024-08-07,True,False,True,False,True,False,True
296,4.71,0.2,89.19,95.6,98.58,0.32,6.4,3.0,27.2,145.8,70.6,86.0,41.0,1118.0,2.6,3303.0,3.3,2024-09-27,True,False,False,False,True,False,False
297,5.06,0.26,87.16,93.8,96.17,0.35,6.7,2.9,27.6,125.5,63.8,110.0,52.0,1081.0,3.0,3529.0,3.0,2024-08-05,False,False,True,False,False,False,False
298,5.02,0.22,95.47,91.86,90.85,0.29,6.7,2.4,22.8,123.5,66.9,126.0,58.0,1051.0,2.8,3737.0,2.6,2024-09-07,False,False,True,False,False,False,True
299,4.97,0.23,96.97,90.12,95.53,0.32,6.5,2.1,29.7,121.1,72.3,84.0,50.0,1029.0,2.6,3106.0,3.8,2024-08-19,True,False,True,False,False,False,True
300,4.74,0.22,91.56,97.69,90.62,0.31,6.1,2.0,20.5,140.0,62.4,73.0,49.0,1153.0,2.8,3422.0,2.6,2024-08-07,True,False,False,False,False,True,False
301,4.95,0.26,92.42,93.32,93.16,0.26,6.4,2.1,27.7,148.0,79.4,122.0,52.0,1110.0,2.8,3631.0,3.2,2024-09-16,False,False,False,False,False,False,True
302,4.98,0.28,88.66,93.18,99.25,0.26,6.5,2.9,26.1,122.8,65.0,91.0,57.0,1068.0,3.0,3100.0,2.5,2024-08-27,False,False,True,False,True,False,False
303,5.46,0.24,92.84,90.8,96.83,0.34,6.6,2.1,25.8,136.0,68.1,123.0,53.0,1170.0,3.1,3131.0,3.0,2024-09-16,True,False,True,False,True,True,False
304,4.7,0.29,94.89,96.76,93.01,0.27,6.8,2.5,22.3,127.0,60.8,90.0,49.0,944.0,3.5,3209.0,2.7,2024-09-12,False,False,True,False,True,True,False
305,4.7,0.28,90.53,95.65,90.21,0.25,6.4,2.8,28.9,95.2,70.8,125.0,48.0,1149.0,2.6,3935.0,3.6,2024-09-29,True,False,True,True,False,False,True
306,5.44,0.27,89.72,99.38,92.76,0.28,6.7,2.8,29.3,102.3,76.0,114.0,41.0,1016.0,2.8,3304.0,4.0,2024-08-06,True,True,False,True,False,False,False
307,5.14,0.27,97.7,93.77,98.02,0.29,6.9,2.2,29.5,103.1,66.5,115.0,48.0,1082.0,2.9,3742.0,2.8,2024-08-24,True,True,False,False,False,False,True
308,4.56,0.23,91.17,91.68,93.55,0.29,6.1,2.6,28.8,99.1,72.0,110.0,48.0,1110.0,2.9,3505.0,2.5,2024-09-05,False,False,False,True,False,False,True
309,5.19,0.27,85.5,93.68,99.79,0.29,6.5,2.9,27.2,124.9,76.0,122.0,49.0,1043.0,2.9,3967.0,3.5,2024-08-23,True,False,False,True,False,True,False
310,4.58,0.29,91.25,90.69,95.5,0.29,6.9,2.2,28.3,123.5,61.1,128.0,50.0,987.0,3.0,3858.0,3.0,2024-09-08,True,False,False,True,False,True,False
311,4.69,0.21,88.87,97.8,94.72,0.27,6.2,2.3,29.4,110.6,79.8,99.0,44.0,1167.0,3.0,3710.0,4.0,2024-09-02,True,False,True,True,False,False,True
312,4.55,0.21,94.37,92.82,91.84,0.25,6.0,2.8,21.3,118.1,72.1,96.0,41.0,1135.0,2.5,3762.0,3.8,2024-08-15,False,True,False,False,False,True,False
313,4.93,0.25,91.2,93.89,98.87,0.34,6.3,2.6,29.3,147.7,70.2,97.0,46.0,1188.0,2.6,3580.0,2.9,2024-08-08,False,False,True,False,False,True,False
314,4.78,0.24,97.98,90.55,95.79,0.26,6.2,2.4,25.1,105.5,66.3,75.0,46.0,1190.0,3.4,3335.0,3.4,2024-09-24,True,False,False,True,False,True,False
315,5.41,0.2,95.54,99.48,90.91,0.27,7.0,2.5,20.1,105.5,69.0,112.0,55.0,1199.0,2.8,3538.0,3.3,2024-08-18,False,False,False,False,False,False,True
316,4.91,0.22,97.71,98.53,94.98,0.31,6.2,2.5,26.9,120.9,79.8,107.0,47.0,1132.0,2.7,3385.0,3.0,2024-09-18,False,True,False,False,True,False,True
317,4.93,0.28,91.29,97.94,95.76,0.28,6.8,2.2,22.2,120.3,65.2,71.0,53.0,1053.0,2.9,3967.0,3.4,2024-08-12,True,False,True,False,True,False,False
318,5.36,0.21,92.4,98.68,95.83,0.32,6.4,2.1,24.6,113.7,77.3,85.0,59.0,1187.0,2.7,3348.0,3.8,2024-08-05,False,False,False,False,False,True,False
319,5.47,0.24,89.17,95.26,96.88,0.28,6.7,2.1,20.5,113.2,67.1,89.0,50.0,996.0,2.7,3309.0,4.0,2024-08-06,False,False,False,False,False,False,False
320,4.91,0.24,92.5,99.83,92.42,0.32,6.7,2.6,20.9,130.6,61.3,106.0,55.0,963.0,3.3,3030.0,3.8,2024-08-22,False,False,True,False,True,True,False
321,4.96,0.22,86.74,99.53,90.73,0.27,6.3,2.6,25.4,97.5,65.8,84.0,44.0,1023.0,3.2,3217.0,3.1,2024-08-21,False,False,True,False,True,False,True
322,4.89,0.3,97.41,98.0,92.42,0.26,6.3,2.3,25.1,136.7,77.2,121.0,47.0,1106.0,2.8,3061.0,3.6,2024-09-18,False,True,False,True,False,False,False
323,4.51,0.24,89.28,96.93,97.66,0.28,6.8,2.3,24.5,133.6,73.9,129.0,45.0,1099.0,3.1,3915.0,2.7,2024-08-29,False,False,False,True,False,True,False
324,5.25,0.26,88.57,94.74,93.34,0.31,6.9,2.6,26.3,121.1,61.0,84.0,50.0,993.0,2.7,3504.0,3.0,2024-08-27,True,False,True,False,False,True,False
325,4.76,0.25,86.73,99.28,98.68,0.32,6.1,2.8,28.1,136.1,62.3,109.0,57.0,1073.0,3.1,3458.0,3.3,2024-08-23,True,True,False,False,False,False,False
326,4.53,0.26,86.06,94.35,92.93,0.3,6.1,2.7,28.0,99.8,62.1,79.0,58.0,1058.0,3.0,3107.0,3.5,2024-09-13,True,True,False,False,True,False,True
327,5.37,0.28,93.14,90.75,91.12,0.25,6.3,2.1,22.6,113.1,78.9,107.0,57.0,1113.0,2.6,3736.0,2.9,2024-08-03,True,False,False,False,False,True,False
328,5.14,0.23,97.97,92.64,92.79,0.34,6.0,2.7,27.3,140.2,79.5,129.0,41.0,1147.0,3.1,3647.0,2.7,2024-08-01,False,False,True,False,False,False,False
329,5.15,0.3,96.85,94.39,90.4,0.29,6.8,2.7,24.6,93.3,68.5,98.0,59.0,1092.0,2.8,3525.0,2.6,2024-09-18,False,False,True,True,False,False,False
330,5.47,0.24,91.21,93.55,96.83,0.32,6.7,2.3,23.2,97.5,73.1,72.0,52.0,1161.0,3.4,3449.0,3.2,2024-08-01,True,False,True,False,True,False,False
331,4.58,0.27,95.68,92.45,94.21,0.33,6.9,2.2,25.5,101.5,62.0,125.0,56.0,1128.0,2.5,3844.0,3.2,2024-08-09,True,False,False,False,True,False,False
332,4.84,0.25,86.19,97.57,95.82,0.27,6.2,2.2,20.6,125.3,76.8,71.0,41.0,1072.0,3.3,3327.0,3.0,2024-09-02,True,False,False,False,False,False,False
333,5.1,0.23,85.35,97.35,96.26,0.31,6.7,2.7,22.1,111.1,62.5,78.0,54.0,1158.0,3.5,3628.0,2.8,2024-08-03,True,True,False,False,True,False,True
334,4.61,0.28,92.52,96.18,97.81,0.32,6.8,2.1,27.5,141.1,65.7,108.0,46.0,1187.0,2.5,3580.0,2.7,2024-09-25,True,True,False,False,True,False,False
335,5.21,0.22,88.06,94.94,99.15,0.27,6.1,2.8,25.0,144.7,62.9,109.0,45.0,947.0,3.2,3594.0,3.6,2024-08-26,True,False,False,False,True,False,True
336,4.81,0.24,90.27,99.84,92.92,0.28,6.4,2.6,22.5,144.9,65.3,124.0,42.0,1097.0,3.4,3169.0,4.0,2024-08-02,True,False,True,True,False,True,False
337,4.95,0.29,93.8,93.02,91.88,0.28,6.1,2.1,21.0,115.4,75.9,78.0,43.0,1093.0,2.7,3098.0,2.8,2024-09-23,True,True,False,False,False,True,False
338,5.42,0.28,89.6,96.56,95.37,0.32,6.7,2.6,22.7,92.3,69.1,123.0,51.0,1150.0,3.5,3164.0,3.5,2024-08-16,True,True,False,False,True,False,False
339,5.17,0.3,97.81,96.87,92.44,0.33,6.1,2.8,29.1,113.0,72.6,96.0,49.0,993.0,3.3,3936.0,3.9,2024-08-06,True,False,False,False,True,False,True
340,4.67,0.29,94.59,92.53,90.67,0.28,6.9,2.6,27.2,105.4,74.4,72.0,48.0,1088.0,2.6,3823.0,2.9,2024-08-15,True,False,True,False,False,True,False
341,5.15,0.24,92.75,91.07,90.17,0.34,6.3,2.8,30.0,102.7,65.3,110.0,59.0,1175.0,3.0,3795.0,2.7,2024-09-10,True,True,False,True,False,False,True
342,5.48,0.3,87.13,92.99,91.0,0.28,6.8,2.4,20.9,110.5,79.6,108.0,48.0,950.0,3.5,3821.0,2.9,2024-09-27,False,False,False,False,False,False,False
343,4.57,0.21,86.56,95.81,99.29,0.3,6.8,2.4,27.1,133.9,63.5,92.0,53.0,921.0,2.9,3535.0,4.0,2024-09-22,True,False,True,False,False,False,True
344,4.97,0.28,90.62,97.96,95.95,0.34,6.4,2.6,26.3,115.0,62.9,76.0,40.0,1162.0,2.7,3212.0,3.6,2024-08-17,False,True,False,True,False,False,False
345,4.82,0.25,87.11,99.6,98.52,0.34,6.4,2.8,21.4,90.5,60.4,105.0,49.0,1055.0,2.5,3423.0,3.6,2024-09-18,False,True,False,False,False,False,False
346,4.94,0.27,88.03,98.13,95.88,0.27,6.2,2.6,28.3,114.9,65.2,122.0,53.0,1034.0,3.0,3204.0,3.4,2024-08-30,False,True,False,False,False,True,False
347,4.86,0.3,91.24,94.86,95.66,0.34,6.8,2.5,27.2,125.2,69.8,82.0,49.0,974.0,3.4,3335.0,3.9,2024-09-10,True,False,False,False,False,False,True
348,5.03,0.26,92.06,91.29,93.76,0.26,6.6,2.4,27.8,103.2,63.3,94.0,59.0,1113.0,2.9,3517.0,2.6,2024-08-29,True,False,False,False,True,False,False
349,5.48,0.27,88.71,95.86,91.09,0.35,6.2,2.6,22.5,133.1,75.5,110.0,52.0,1168.0,2.6,3331.0,2.9,2024-08-20,False,False,True,False,True,False,True
350,5.49,0.24,94.52,96.85,92.12,0.27,6.3,2.4,22.3,91.2,77.6,128.0,47.0,1002.0,2.5,3680.0,3.7,2024-09-02,True,False,False,True,False,True,False
351,4.65,0.22,95.27,96.16,90.45,0.31,6.3,2.4,27.7,138.7,68.0,127.0,48.0,1132.0,3.0,3898.0,3.9,2024-08-03,False,False,True,False,True,True,False
352,4.59,0.29,95.73,97.91,92.01,0.33,6.9,2.3,29.5,93.0,63.0,102.0,52.0,1094.0,2.5,3960.0,2.6,2024-09-11,False,False,True,False,True,False,False
353,4.64,0.2,92.37,99.32,96.66,0.33,6.0,2.5,24.6,119.9,61.4,111.0,50.0,1130.0,3.0,3149.0,3.5,2024-08-25,False,False,False,False,False,False,True
354,4.67,0.29,92.97,91.57,99.62,0.3,6.1,2.6,22.5,138.2,76.4,129.0,50.0,1036.0,3.3,3132.0,3.3,2024-09-27,True,False,False,False,False,False,True
355,5.05,0.21,90.43,98.53,98.56,0.26,6.1,2.3,28.7,97.7,74.4,76.0,52.0,1007.0,3.3,3234.0,3.5,2024-08-13,False,False,True,False,False,False,True
356,4.74,0.27,96.36,91.27,98.67,0.31,6.1,2.4,21.6,132.0,75.2,76.0,50.0,1144.0,3.4,3514.0,3.9,2024-08-10,True,False,False,False,True,False,True
357,5.04,0.24,96.03,94.93,94.72,0.3,6.8,2.8,24.0,110.0,69.8,104.0,45.0,1138.0,3.0,3334.0,2.7,2024-09-15,False,False,True,True,False,True,False
358,4.74,0.29,88.97,91.69,94.61,0.28,6.0,2.3,25.4,123.1,67.1,97.0,59.0,1013.0,2.8,3243.0,3.2,2024-08-03,False,False,False,False,False,False,False
359,5.26,0.22,94.22,90.21,94.19,0.33,6.3,2.6,22.0,134.5,61.0,121.0,44.0,1162.0,2.9,3723.0,3.0,2024-09-03,False,False,False,False,True,True,False
360,5.41,0.21,87.32,94.93,90.82,0.27,6.9,3.0,23.8,145.4,70.9,86.0,54.0,1098.0,3.5,3265.0,3.5,2024-08-25,False,False,True,False,True,True,False
361,4.55,0.21,85.05,99.99,98.02,0.33,6.5,2.3,21.5,107.1,67.5,115.0,51.0,923.0,2.5,3102.0,3.1,2024-08-04,True,False,True,False,False,False,True
362,5.43,0.26,95.42,94.66,93.62,0.26,6.9,2.8,21.7,120.7,69.7,108.0,59.0,1074.0,3.0,3050.0,2.6,2024-09-05,True,True,False,False,True,False,False
363,4.69,0.2,94.66,97.23,91.36,0.33,6.2,2.3,22.5,112.3,65.1,99.0,48.0,1196.0,2.6,3142.0,2.6,2024-09-24,True,False,True,False,True,False,True
364,5.13,0.21,95.87,95.12,95.27,0.31,6.2,2.2,23.2,125.6,64.2,77.0,59.0,907.0,3.3,3788.0,2.9,2024-09-12,False,False,True,True,False,False,True
365,4.64,0.21,94.07,96.43,97.83,0.34,6.7,2.2,22.4,140.5,64.2,74.0,54.0,1021.0,3.4,3650.0,2.6,2024-09-14,False,False,True,False,True,False,True
366,5.45,0.23,89.38,94.02,90.51,0.3,6.1,2.4,23.5,136.4,76.1,79.0,47.0,1012.0,2.7,3798.0,3.6,2024-09-30,True,True,False,False,False,False,True
367,4.69,0.24,86.38,96.28,91.21,0.35,6.8,2.4,25.8,144.7,71.1,80.0,48.0,1153.0,3.1,3651.0,3.8,2024-09-11,False,False,True,False,False,True,False
368,5.39,0.29,86.23,95.44,97.41,0.33,6.6,2.2,28.0,133.2,61.7,98.0,43.0,1001.0,2.5,3400.0,3.3,2024-09-23,True,True,False,False,False,False,True
369,5.12,0.27,95.87,92.15,91.2,0.34,6.2,3.0,28.4,120.1,79.6,76.0,46.0,1091.0,2.9,3928.0,2.6,2024-09-02,False,False,False,False,False,True,False
370,5.05,0.26,93.49,92.56,93.65,0.33,6.2,2.8,25.6,135.7,74.3,82.0,51.0,1160.0,2.9,3967.0,3.2,2024-08-12,True,True,False,False,True,True,False
371,4.64,0.24,97.37,93.2,98.68,0.34,6.4,2.1,27.2,108.7,75.7,97.0,50.0,1133.0,2.9,3443.0,3.1,2024-08-15,False,False,True,False,True,False,False
372,4.87,0.25,95.51,93.62,95.24,0.32,6.3,2.3,29.3,133.4,71.5,109.0,41.0,1085.0,3.0,3546.0,3.0,2024-09-24,False,True,False,True,False,True,False
373,4.58,0.22,97.36,94.09,94.67,0.26,6.0,2.7,25.4,120.5,64.9,115.0,43.0,957.0,3.0,3286.0,2.9,2024-09-26,False,False,False,False,False,False,True
374,5.15,0.27,95.72,94.18,90.73,0.28,7.0,2.6,27.1,90.4,70.4,72.0,51.0,1176.0,3.5,3541.0,3.2,2024-08-09,False,False,False,False,True,False,True
375,5.45,0.27,85.84,94.66,92.4,0.3,6.5,2.6,23.6,99.9,70.1,120.0,53.0,1002.0,3.4,3912.0,2.8,2024-09-23,True,True,False,True,False,False,False
376,4.54,0.27,95.76,99.68,98.9,0.31,6.5,2.0,22.5,117.6,72.6,103.0,55.0,984.0,3.1,3088.0,3.1,2024-08-27,False,False,False,False,True,False,False
377,5.25,0.27,97.88,92.78,94.98,0.28,6.4,2.9,26.8,142.9,64.1,122.0,41.0,1167.0,2.8,3315.0,3.3,2024-08-29,True,False,False,False,False,False,False
378,5.44,0.2,89.58,98.57,93.96,0.27,6.4,2.4,29.2,135.7,70.1,129.0,49.0,917.0,2.8,3436.0,2.7,2024-09-04,True,False,False,False,True,False,False
379,5.45,0.28,88.49,95.91,97.21,0.34,6.9,2.5,27.7,123.7,71.1,77.0,43.0,1059.0,2.8,3021.0,3.6,2024-08-24,False,False,True,False,True,False,False
380,4.53,0.26,92.01,99.69,94.84,0.26,6.6,2.8,30.0,115.8,66.4,124.0,44.0,1085.0,2.9,3041.0,3.0,2024-09-02,True,False,True,False,True,True,False
381,4.77,0.27,97.33,92.68,98.11,0.26,6.5,2.1,29.3,136.0,73.2,119.0,53.0,1191.0,3.2,3925.0,3.3,2024-08-09,True,True,False,True,False,False,True
382,4.62,0.25,86.65,95.92,94.82,0.31,6.0,2.2,24.9,147.0,67.7,95.0,54.0,1081.0,2.8,3411.0,2.8,2024-09-25,True,True,False,False,False,True,False
383,5.47,0.21,89.83,90.26,92.22,0.33,6.2,2.1,24.7,90.6,61.7,118.0,55.0,1175.0,3.4,3683.0,2.6,2024-09-24,True,False,False,True,False,False,True
384,5.28,0.28,95.39,95.08,92.33,0.33,6.7,3.0,21.6,103.5,64.2,118.0,44.0,920.0,3.5,3025.0,3.8,2024-08-18,False,False,True,True,False,False,False
385,4.87,0.28,92.21,99.02,99.26,0.25,6.1,2.3,26.7,143.3,69.2,106.0,44.0,1141.0,3.5,3269.0,3.2,2024-08-06,True,False,False,True,False,True,False
386,4.59,0.26,91.54,91.44,94.42,0.28,6.5,2.6,20.1,135.7,74.3,92.0,41.0,1126.0,3.5,3240.0,3.0,2024-08-27,False,False,True,False,True,False,False
387,4.68,0.26,87.01,93.56,96.97,0.31,6.4,2.4,25.6,90.4,61.6,123.0,42.0,1112.0,3.4,3271.0,3.1,2024-08-16,False,False,True,False,False,True,False
388,5.07,0.29,97.24,97.4,90.87,0.32,6.4,2.5,20.5,101.5,75.8,97.0,46.0,1015.0,3.4,3749.0,2.9,2024-08-02,True,True,False,False,True,False,False
389,4.62,0.23,96.97,95.82,95.33,0.31,6.4,2.8,25.2,97.0,62.6,102.0,59.0,993.0,3.4,3764.0,2.9,2024-08-22,True,True,False,False,False,False,True
390,4.54,0.21,94.47,92.0,93.71,0.3,6.7,2.1,24.1,119.1,70.8,119.0,43.0,1142.0,3.2,3556.0,3.5,2024-09-28,False,True,False,True,False,True,False
391,4.91,0.21,93.65,95.25,96.39,0.28,6.9,2.6,20.9,117.0,75.1,118.0,50.0,1168.0,2.8,3411.0,3.8,2024-08-31,True,False,False,True,False,False,True
392,5.4,0.27,96.17,90.89,98.65,0.28,6.2,2.2,24.2,105.1,66.4,78.0,46.0,1072.0,2.9,3347.0,3.6,2024-08-02,True,False,False,True,False,False,False
393,5.39,0.28,89.32,97.44,91.52,0.26,6.3,2.8,22.5,93.8,62.6,122.0,53.0,976.0,3.1,3528.0,3.5,2024-09-30,True,True,False,True,False,False,True
394,4.73,0.29,89.02,96.94,90.16,0.29,6.4,2.5,20.7,137.4,64.4,111.0,56.0,1069.0,3.2,3662.0,3.0,2024-08-20,True,True,False,False,True,False,False
395,5.31,0.23,92.43,97.45,93.79,0.28,6.5,2.8,29.3,122.7,73.2,124.0,42.0,970.0,3.2,3824.0,3.8,2024-09-10,False,True,False,True,False,True,False
396,4.92,0.21,90.69,92.31,92.91,0.33,6.1,2.8,24.3,125.8,61.8,90.0,42.0,1188.0,3.3,3460.0,2.8,2024-09-08,True,True,False,True,False,True,False
397,5.43,0.23,87.09,95.63,99.44,0.25,6.2,2.9,21.7,96.8,71.4,122.0,50.0,1198.0,3.2,3074.0,4.0,2024-08-16,False,False,False,False,False,False,True
398,4.91,0.23,92.25,93.04,90.86,0.25,6.4,2.8,25.7,150.0,65.7,87.0,43.0,949.0,2.8,3793.0,3.9,2024-09-09,False,False,True,False,True,False,False
399,5.48,0.22,96.46,93.28,91.13,0.34,6.6,2.2,24.3,107.2,74.7,97.0,60.0,916.0,2.9,3482.0,3.3,2024-08-12,True,True,False,False,False,True,False
400,4.82,0.27,96.37,99.39,98.05,0.34,6.6,2.8,23.0,113.9,66.3,98.0,46.0,1188.0,2.8,3098.0,3.3,2024-09-03,False,False,False,False,True,False,False
401,4.56,0.21,87.85,94.64,94.33,0.33,6.7,2.4,23.3,109.0,75.5,73.0,40.0,1139.0,3.0,3131.0,2.9,2024-09-10,False,False,True,False,True,False,False
402,5.43,0.29,94.23,94.82,95.2,0.35,7.0,2.2,28.1,101.8,64.3,111.0,48.0,1179.0,2.6,3512.0,3.9,2024-08-02,True,False,True,False,True,False,True
403,5.4,0.22,89.77,96.19,91.59,0.35,6.9,2.2,21.2,95.1,78.2,82.0,48.0,1035.0,3.1,3072.0,2.8,2024-09-16,True,True,False,False,True,False,False
404,5.43,0.29,95.16,90.19,93.27,0.31,6.3,2.9,26.3,94.3,78.2,127.0,42.0,1060.0,2.8,3393.0,2.8,2024-08-09,False,False,False,False,False,True,False
405,5.08,0.3,91.54,90.83,96.2,0.28,6.9,2.4,21.9,101.5,75.4,86.0,55.0,962.0,2.8,3465.0,3.9,2024-09-22,False,False,True,False,False,True,False
406,5.43,0.22,89.66,91.49,95.1,0.3,6.9,2.9,23.8,119.5,77.9,118.0,40.0,996.0,2.9,3230.0,2.8,2024-08-31,False,False,False,False,True,False,True
407,4.54,0.26,88.41,90.52,92.31,0.33,6.9,2.5,24.2,148.7,64.0,83.0,46.0,952.0,2.9,3911.0,3.4,2024-09-19,False,True,False,True,False,False,True
408,4.91,0.29,85.63,92.1,95.66,0.31,6.0,2.4,26.5,131.9,72.8,89.0,42.0,1028.0,2.6,3948.0,3.2,2024-08-03,True,True,False,False,True,False,False
409,4.82,0.28,91.47,93.1,98.12,0.34,6.7,2.0,25.7,135.8,62.7,84.0,58.0,906.0,3.3,3474.0,3.2,2024-09-02,False,True,False,False,True,True,False
410,4.51,0.28,89.68,95.41,96.77,0.32,7.0,2.5,24.0,147.2,72.8,88.0,43.0,1153.0,2.9,3660.0,3.2,2024-08-03,True,False,False,False,True,True,False
411,4.7,0.26,85.79,94.13,95.47,0.29,6.7,2.8,27.7,92.3,63.9,102.0,59.0,1150.0,3.3,3303.0,3.1,2024-09-25,False,False,True,False,True,False,False
412,4.97,0.22,85.4,99.47,92.41,0.27,6.1,2.9,25.8,130.0,78.2,91.0,52.0,912.0,2.7,3831.0,3.7,2024-08-28,True,False,True,True,False,True,False
413,4.85,0.24,91.94,90.0,92.41,0.27,6.3,2.8,22.8,101.5,70.1,122.0,45.0,924.0,2.9,3748.0,3.3,2024-08-22,True,False,False,False,True,True,False
414,5.32,0.3,95.3,96.04,94.93,0.25,7.0,2.4,21.5,130.0,65.7,105.0,52.0,1034.0,3.3,3265.0,3.2,2024-08-24,False,False,True,False,False,True,False
415,5.04,0.27,95.19,93.95,96.46,0.27,6.9,2.4,27.3,91.2,64.1,99.0,58.0,1058.0,3.4,3484.0,3.2,2024-08-06,True,True,False,False,False,True,False
416,4.62,0.28,88.21,99.0,99.11,0.34,6.5,2.7,27.8,97.9,72.0,72.0,50.0,946.0,2.7,3365.0,3.1,2024-08-19,True,False,False,True,False,False,True
417,5.12,0.21,91.55,91.83,95.74,0.31,6.6,2.7,23.4,135.9,68.7,99.0,53.0,906.0,3.2,3619.0,3.0,2024-09-12,True,True,False,True,False,True,False
418,4.59,0.21,97.0,96.89,91.27,0.29,6.6,2.8,20.4,104.2,77.8,71.0,44.0,1188.0,3.1,3262.0,2.6,2024-09-15,True,False,True,False,True,False,True
419,4.53,0.22,96.46,94.16,97.2,0.34,6.4,2.2,25.2,144.5,76.1,74.0,54.0,1072.0,3.4,3122.0,3.3,2024-08-23,True,True,False,False,False,True,False
420,5.38,0.24,91.27,90.7,92.78,0.28,6.9,2.3,24.6,130.3,63.2,99.0,55.0,1160.0,3.1,3669.0,2.7,2024-09-09,True,True,False,False,False,True,False
421,5.45,0.21,95.07,92.65,99.34,0.32,6.8,2.2,24.4,127.1,75.4,76.0,59.0,1167.0,2.8,3823.0,3.3,2024-08-05,True,False,True,False,False,False,False
422,4.96,0.23,92.55,97.3,94.11,0.31,6.7,2.7,20.5,141.6,69.2,86.0,45.0,1045.0,3.4,3378.0,3.6,2024-09-13,True,False,True,False,False,False,True
423,4.6,0.25,97.89,97.7,92.11,0.3,6.2,2.4,27.8,136.3,64.6,125.0,52.0,1014.0,3.0,3605.0,3.3,2024-09-13,False,True,False,True,False,False,True
424,4.99,0.25,87.29,98.13,95.42,0.26,6.8,2.9,29.5,112.1,62.7,101.0,42.0,1180.0,2.7,3253.0,3.1,2024-08-16,True,True,False,True,False,False,False
425,4.88,0.28,90.93,91.71,92.67,0.3,6.1,2.6,25.7,132.9,78.8,125.0,59.0,973.0,2.6,3302.0,3.8,2024-08-03,True,False,True,False,True,False,True
426,5.47,0.29,86.43,99.47,94.23,0.25,6.4,2.0,25.4,110.3,69.5,107.0,57.0,1099.0,2.9,3819.0,3.9,2024-08-24,False,False,False,False,True,True,False
427,4.62,0.25,88.7,90.47,96.69,0.34,6.2,2.8,28.5,144.9,65.3,124.0,46.0,1066.0,2.6,3044.0,3.6,2024-09-03,True,True,False,False,False,False,False
428,4.94,0.23,87.48,96.7,90.0,0.33,6.1,2.2,23.9,119.1,67.1,89.0,59.0,1092.0,2.5,3430.0,3.8,2024-08-18,True,False,True,False,True,False,True
429,4.8,0.21,94.86,96.06,95.7,0.26,6.1,2.6,22.1,120.2,70.9,87.0,59.0,1153.0,3.2,3078.0,2.7,2024-08-12,False,True,False,True,False,False,True
430,4.99,0.22,97.72,91.59,94.87,0.29,6.6,2.1,24.3,106.5,77.8,72.0,58.0,1150.0,2.8,3789.0,2.5,2024-08-08,True,False,False,False,True,False,True
431,5.47,0.25,88.94,93.63,90.66,0.35,6.0,2.7,24.4,146.9,64.9,102.0,50.0,1111.0,2.6,3194.0,2.8,2024-08-14,True,False,True,False,False,True,False
432,5.24,0.22,92.46,92.15,98.62,0.34,6.5,2.4,22.3,93.0,65.4,109.0,51.0,1183.0,2.9,3694.0,3.2,2024-08-08,True,False,False,False,True,False,False
433,5.01,0.23,90.91,94.71,97.07,0.34,6.3,2.0,25.0,122.7,63.4,116.0,60.0,1184.0,2.7,3875.0,3.6,2024-09-27,False,True,False,False,True,False,False
434,4.95,0.25,96.04,94.8,93.73,0.3,6.6,2.2,29.0,130.5,72.7,76.0,52.0,936.0,2.6,3527.0,3.1,2024-09-12,True,True,False,False,False,True,False
435,5.09,0.21,90.6,91.75,99.87,0.31,6.7,2.3,20.9,148.6,65.7,95.0,53.0,907.0,3.3,3537.0,2.9,2024-09-04,True,False,False,True,False,False,True
436,4.56,0.22,96.64,96.86,92.5,0.26,6.7,2.6,24.0,111.8,64.3,110.0,59.0,953.0,3.1,3424.0,3.2,2024-09-15,True,False,True,True,False,False,True
437,4.75,0.28,91.31,95.43,93.05,0.27,6.1,2.7,22.0,131.4,67.8,95.0,49.0,1010.0,2.6,3310.0,3.5,2024-08-08,False,False,True,False,False,False,False
438,5.17,0.23,90.98,91.93,92.1,0.25,6.9,2.2,22.3,106.8,62.5,108.0,42.0,940.0,3.1,3340.0,3.6,2024-08-02,False,True,False,True,False,True,False
439,5.06,0.23,93.46,91.16,95.36,0.29,6.3,2.6,28.7,149.9,72.2,94.0,45.0,977.0,3.0,3367.0,3.9,2024-08-30,True,False,False,False,False,True,False
440,4.87,0.24,89.99,98.37,96.51,0.31,6.3,2.8,20.4,142.2,70.3,94.0,50.0,1100.0,2.5,3872.0,3.2,2024-08-20,False,False,False,True,False,False,False
441,4.84,0.21,90.71,94.96,94.04,0.32,6.4,3.0,26.0,138.4,62.2,94.0,47.0,1071.0,3.4,3078.0,2.6,2024-09-03,True,False,False,False,False,True,False
